"Framework requirement","Framework code","Title","ID","UID","Url","Description","Description modified?","Evidence status","Domain","Owner"
"A.6.6","A.6.6","Confidentiality or non-disclosure agreements","HRS-60","uxoiizoh","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=uxoiizoh","Confidentiality or non-disclosure agreements reflecting the organization’s needs for the protection of information shall be identified, documented, regularly reviewed and signed by personnel and other relevant interested parties.","No","Needs evidence","HUMAN_RESOURCES_SECURITY","adrian@moonlet.io"
"A.6.7","A.6.7","Remote working","NET-90","wka7s1yw","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=wka7s1yw","Security measures shall be implemented when personnel are working remotely to protect information accessed, processed or stored outside the organization’s premises.","No","OK","NETWORK_SECURITY","tibi@moonlet.io"
"A.6.8","A.6.8","Information security event reporting","IRO-97","qgkw4h74","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=qgkw4h74","The organization shall provide a mechanism for personnel to report observed or suspected information security events through appropriate channels in a timely manner.","No","OK","INCIDENT_RESPONSE","adrian@moonlet.io"
"A.7.1","A.7.1","Physical security perimeters","PES-72","c6wnclbs","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=c6wnclbs","Security perimeters shall be defined and used to protect areas that contain information and other associated assets.","No","OK","PHYSICAL_ENVIRONMENTAL_SECURITY","adrian@moonlet.io"
"A.7.2","A.7.2","Physical entry","PES-73","c3wvywmg","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=c3wvywmg","Secure areas shall be protected by appropriate entry controls and access points.","No","Needs evidence","PHYSICAL_ENVIRONMENTAL_SECURITY","adrian@moonlet.io"
"A.7.3","A.7.3","Securing offices, rooms and facilities","PES-74","iyo5i9sf","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=iyo5i9sf","Physical security for offices, rooms and facilities shall be designed and implemented.","No","OK","PHYSICAL_ENVIRONMENTAL_SECURITY","adrian@moonlet.io"
"A.7.4","A.7.4","Physical security monitoring","PES-75","uzqttoz9","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=uzqttoz9","Premises shall be continuously monitored for unauthorized physical access.","No","Needs evidence","PHYSICAL_ENVIRONMENTAL_SECURITY","adrian@moonlet.io"
"A.7.5","A.7.5","Protecting against physical and environmental threats","PES-76","u1ru3pvv","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=u1ru3pvv","Protection against physical and environmental threats, such as natural disasters and other intentional or unintentional physical threats to infrastructure shall be designed and implemented.","No","OK","PHYSICAL_ENVIRONMENTAL_SECURITY","adrian@moonlet.io"
"A.7.6","A.7.6","Working in secure areas","PES-77","o3chwj8e","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=o3chwj8e","Security measures for working in secure areas shall be designed and implemented.","No","OK","PHYSICAL_ENVIRONMENTAL_SECURITY","adrian@moonlet.io"
"A.7.7","A.7.7","Clear desk and clear screen","PES-78","35g7wvxd","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=35g7wvxd","Clear desk rules for papers and removable storage media and clear screen rules for information processing facilities shall be defined and appropriately enforced.","No","Needs evidence","PHYSICAL_ENVIRONMENTAL_SECURITY","adrian@moonlet.io"
"A.7.8","A.7.8","Equipment siting and protection","PES-79","ayjqf12w","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=ayjqf12w","Equipment shall be sited securely and protected.","No","Needs evidence","PHYSICAL_ENVIRONMENTAL_SECURITY","adrian@moonlet.io"
"A.7.9","A.7.9","Security of assets off-premises","AST-69","dzm2dexq","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=dzm2dexq","Off-site assets shall be protected.","No","Needs evidence","ASSET_MANAGEMENT",""
"A.7.10","A.7.10","Storage media","AST-70","rol0zubt","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=rol0zubt","Storage media shall be managed through their life cycle of acquisition, use, transportation and disposal in accordance with the organization’s classification scheme and handling requirements.","No","Needs evidence","ASSET_MANAGEMENT",""
"A.7.11","A.7.11","Supporting utilities","PES-80","qi6b6cr1","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=qi6b6cr1","Information processing facilities shall be protected from power failures and other disruptions caused by failures in supporting utilities.","No","Needs evidence","PHYSICAL_ENVIRONMENTAL_SECURITY","adrian@moonlet.io"
"A.7.12","A.7.12","Cabling security","PES-81","yfm63ole","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=yfm63ole","Cables carrying power, data or supporting information services shall be protected from interception, interference or damage.","No","Needs evidence","PHYSICAL_ENVIRONMENTAL_SECURITY","adrian@moonlet.io"
"A.7.13","A.7.13","Equipment maintenance","MNT-21","wuteta96","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=wuteta96","Equipment shall be maintained correctly to ensure availability, integrity and confidentiality of information.","No","Needs evidence","MAINTENANCE","adrian@moonlet.io"
"A.7.14","A.7.14","Secure disposal or re-use of equipment","AST-71","2yosmk08","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=2yosmk08","Items of equipment containing storage media shall be verified to ensure that any sensitive data and licensed software has been removed or securely overwritten prior to disposal or re-use.","No","Needs evidence","ASSET_MANAGEMENT",""
"A.8.1","A.8.1","User endpoint devices","END-40","2zhexo15","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=2zhexo15","Information stored on, processed by or accessible via user endpoint devices shall be protected.","No","Needs evidence","ENDPOINT_SECURITY","tibi@moonlet.io"
"A.8.2","A.8.2","Privileged access rights","IAC-201","zxjp1hkl","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=zxjp1hkl","The allocation and use of privileged access rights shall be restricted and managed.","No","Needs evidence","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io"
"A.8.3","A.8.3","Information access restriction","IAC-202","mwwihowm","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=mwwihowm","Access to information and other associated assets shall be restricted in accordance with the established topic-specific policy on access control.","No","Needs evidence","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io"
"A.8.4","A.8.4","Access to source code","TDA-37","axwe26mw","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=axwe26mw","Read and write access to source code, development tools and software libraries shall be appropriately managed.","No","Needs evidence","TECHNOLOGY_DEVELOPMENT_ACQUISITION","tibi@moonlet.io"
"A.8.5","A.8.5","Secure authentication","IAC-203","iubivdgx","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=iubivdgx","Secure authentication technologies and procedures shall be implemented based on information access restrictions and the topic-specific policy on access control.","No","Needs evidence","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io"
"A.8.6","A.8.6","Capacity management","CAP-7","fpa4156z","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=fpa4156z","The use of resources shall be monitored and adjusted in line with current and expected capacity requirements.","No","Needs evidence","CAPACITY_PERFORMANCE_PLANNING","tibi@moonlet.io"
"A.8.7","A.8.7","Protection against malware","END-41","4e2usbzc","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=4e2usbzc","Protection against malware shall be implemented and supported by appropriate user awareness.","No","Needs evidence","ENDPOINT_SECURITY","tibi@moonlet.io"
"A.8.8","A.8.8","Management of technical vulnerabilities","VPM-75","z01cfd6c","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=z01cfd6c","Information about technical vulnerabilities of information systems in use shall be obtained, the organization’s exposure to such vulnerabilities should be evaluated and appropriate measures should be taken.","No","OK","VULNERABILITY_PATCH_MANAGEMENT","tibi@moonlet.io"
"A.8.9","A.8.9","Configuration management","CFG-44","hrnf9oqw","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=hrnf9oqw","Configurations, including security configurations, of hardware, software, services and networks shall be established, documented, implemented, monitored and reviewed.","No","Needs evidence","CONFIGURATION_MANAGEMENT","tibi@moonlet.io"
"A.8.10","A.8.10","Information deletion","DCH-110","kt5aajg7","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=kt5aajg7","Information stored in information systems, devices or in any other storage media shall be deleted when no longer required.","No","Needs evidence","DATA_CLASSIFICATION_HANDLING","tibi@moonlet.io"
"A.8.11","A.8.11","Data masking","DCH-111","fjoy8ov9","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=fjoy8ov9","Data masking shall be used in accordance with the organization’s topic-specific policy on access control and other related topic-specific policies, and business requirements, taking applicable legislation into consideration.","No","Needs evidence","DATA_CLASSIFICATION_HANDLING","tibi@moonlet.io"
"A.8.12","A.8.12","Data leakage prevention","DCH-112","zv2sb0to","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=zv2sb0to","Data leakage prevention measures shall be applied to systems, networks and any other devices that process, store or transmit sensitive information.","No","OK","DATA_CLASSIFICATION_HANDLING","tibi@moonlet.io"
"A.8.13","A.8.13","Information backup","BCD-69","o7ssnlfi","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=o7ssnlfi","Backup copies of information, software and systems shall be maintained and regularly tested in accordance with the agreed topic-specific policy on backup.","No","Needs evidence","BUSINESS_CONTINUITY_DISASTER_RECOVERY",""
"A.8.14","A.8.14","Redundancy of information processing facilities","BCD-70","oufs0z8u","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=oufs0z8u","Information processing facilities shall be implemented with redundancy sufficient to meet availability requirements.","No","Needs evidence","BUSINESS_CONTINUITY_DISASTER_RECOVERY",""
"A.8.15","A.8.15","Logging","MON-120","3osnyf10","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=3osnyf10","Logs that record activities, exceptions, faults and other relevant events shall be produced, stored, protected and analysed.","No","Needs evidence","CONTINUOUS_MONITORING","tibi@moonlet.io"
"A.8.16","A.8.16","Monitoring activities","MON-121","i7xairas","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=i7xairas","Networks, systems and applications shall be monitored for anomalous behaviour and appropriate actions taken to evaluate potential information security incidents.","No","Needs evidence","CONTINUOUS_MONITORING","tibi@moonlet.io"
"A.8.17","A.8.17","Clock synchronization","SEA-54","puuo9pwr","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=puuo9pwr","The clocks of information processing systems used by the organization shall be synchronized to approved time sources.","No","OK","SECURE_ENGINEERING_ARCHITECTURE","tibi@moonlet.io"
"A.8.18","A.8.18","Use of privileged utility programs","IAC-204","5o51jc7h","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=5o51jc7h","The use of utility programs that can be capable of overriding system and application controls shall be restricted and tightly controlled.","No","Needs evidence","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io"
"A.8.19","A.8.19","Installation of software on operational systems","CHG-38","voxc3tc6","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=voxc3tc6","Procedures and measures shall be implemented to securely manage software installation on operational systems.","No","Needs evidence","CHANGE_MANAGEMENT","adrian@moonlet.io"
"A.8.20","A.8.20","Networks security","NET-91","jqyhc6kq","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=jqyhc6kq","Networks and network devices shall be secured, managed and controlled to protect information in systems and applications.","No","Needs evidence","NETWORK_SECURITY","tibi@moonlet.io"
"A.8.21","A.8.21","Security of network services","NET-92","z58ieqyf","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=z58ieqyf","Security mechanisms, service levels and service requirements of network services shall be identified, implemented and monitored.","No","OK","NETWORK_SECURITY","tibi@moonlet.io"
"A.8.22","A.8.22","Segregation of networks","NET-93","k3eilu6n","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=k3eilu6n","Groups of information services, users and information systems shall be segregated in the organization’s networks.","No","OK","NETWORK_SECURITY","tibi@moonlet.io"
"A.8.23","A.8.23","Web filtering","NET-94","4syp5hfe","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=4syp5hfe","Access to external websites shall be managed to reduce exposure to malicious content.","No","Needs evidence","NETWORK_SECURITY","tibi@moonlet.io"
"A.8.24","A.8.24","Use of cryptography","CRY-92","07i98tv1","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=07i98tv1","Rules for the effective use of cryptography, including cryptographic key management, shall be defined and implemented.","No","OK","CRYPTOGRAPHIC_PROTECTIONS","tibi@moonlet.io"
"A.8.25","A.8.25","Secure development life cycle","TDA-38","c7diea1e","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=c7diea1e","Rules for the secure development of software and systems shall be established and applied.","No","OK","TECHNOLOGY_DEVELOPMENT_ACQUISITION","tibi@moonlet.io"
"A.8.26","A.8.26","Application security requirements","SEA-55","m6u2mvnk","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=m6u2mvnk","Information security requirements shall be identified, specified and approved when developing or acquiring applications.","No","OK","SECURE_ENGINEERING_ARCHITECTURE","tibi@moonlet.io"
"A.8.27","A.8.27","Secure system architecture and engineering principles","SEA-56","27qd09no","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=27qd09no","Principles for engineering secure systems shall be established, documented, maintained and applied to any information system development activities.","No","Needs evidence","SECURE_ENGINEERING_ARCHITECTURE","tibi@moonlet.io"
"A.8.28","A.8.28","Secure coding","TDA-39","qi8ey5na","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=qi8ey5na","Secure coding principles shall be applied to software development.","No","Needs evidence","TECHNOLOGY_DEVELOPMENT_ACQUISITION","tibi@moonlet.io"
"A.8.29","A.8.29","Security testing in development and acceptance","TDA-40","ise32uno","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=ise32uno","Security testing processes shall be defined and implemented in the development life cycle.","No","Needs evidence","TECHNOLOGY_DEVELOPMENT_ACQUISITION","tibi@moonlet.io"
"A.8.30","A.8.30","Outsourced development","TPM-56","9phqpcta","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=9phqpcta","The organization shall direct, monitor and review the activities related to outsourced system development.","No","Needs evidence","THIRD_PARTY_MANAGEMENT","adrian@moonlet.io"
"A.8.31","A.8.31","Separation of development, test and production environments","TDA-41","sbiopz10","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=sbiopz10","Development, testing and production environments shall be separated and secured.","No","Needs evidence","TECHNOLOGY_DEVELOPMENT_ACQUISITION","tibi@moonlet.io"
"A.8.32","A.8.32","Change management","CHG-39","sbjgr7xz","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=sbjgr7xz","Changes to information processing facilities and information systems shall be subject to change management procedures.","No","Needs evidence","CHANGE_MANAGEMENT","adrian@moonlet.io"
"A.8.33","A.8.33","Test information","TDA-42","bqnpwe6c","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=bqnpwe6c","Test information shall be appropriately selected, protected and managed.","No","Needs evidence","TECHNOLOGY_DEVELOPMENT_ACQUISITION","tibi@moonlet.io"
"A.8.34","A.8.34","Protection of information systems during audit testing","CPL-47","dzsaee29","https://app.eu.vanta.com/frameworks/iso27001_2022?controlId=dzsaee29","Audit tests and other assurance activities involving assessment of operational systems shall be planned and agreed between the tester and appropriate management.","No","OK","COMPLIANCE","adrian@moonlet.io"
