"Framework requirement","Framework code","Title","ID","UID","Url","Description","Description modified?","Evidence status","Domain","Owner","Variants"
"CC 6.1","CC 5.2, CC 6.1, CC 6.2, CC 6.3","Access control procedures established","IAC-2","access-control-procedures","https://app.eu.vanta.com/frameworks/soc2?controlId=access-control-procedures","The company's access control policy documents the requirements for the following access control functions: 
- adding new users;
- modifying users; and/or 
- removing an existing user's access.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.1","CC 6.1","Production database access restricted","IAC-3","access-database-restricted-users","https://app.eu.vanta.com/frameworks/soc2?controlId=access-database-restricted-users","The company restricts privileged access to databases to authorized users with a business need.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.1","CC 6.1","Production OS access restricted","IAC-5","access-operating-system-restricted","https://app.eu.vanta.com/frameworks/soc2?controlId=access-operating-system-restricted","The company restricts privileged access to the operating system to authorized users with a business need.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.1","CC 6.1, PI 1.5","Production network access restricted","IAC-6","access-production-network-restricted","https://app.eu.vanta.com/frameworks/soc2?controlId=access-production-network-restricted","The company restricts privileged access to the production network to authorized users with a business need.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.1","CC 6.1, CC 6.2, CC 6.3","Access requests required","IAC-9","access-role-based","https://app.eu.vanta.com/frameworks/soc2?controlId=access-role-based","The company ensures that user access to in-scope system components is based on job role and function or requires a documented access request form and manager approval prior to access being provisioned.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.1","CC 6.1, CC 6.2, CC 6.3, CC 6.6","Unique network system authentication enforced","IAC-10","access-ssh-required","https://app.eu.vanta.com/frameworks/soc2?controlId=access-ssh-required","The company requires authentication to the ""production network"" to use unique usernames and passwords or authorized Secure Socket Shell (SSH) keys.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.1","CC 6.1, CC 6.6","Remote access encrypted enforced","IAC-13","remote-access-vpn-enforced","https://app.eu.vanta.com/frameworks/soc2?controlId=remote-access-vpn-enforced","The company's production systems can only be remotely accessed by authorized employees via an approved encrypted connection.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.1","CC 6.1","Network segmentation implemented","NET-2","infra-network-segregation","https://app.eu.vanta.com/frameworks/soc2?controlId=infra-network-segregation","The company's network is segmented to prevent unauthorized access to customer data.","No","OK","NETWORK_SECURITY","tibi@moonlet.io","Security"
"CC 6.1","CC 6.1","Production application access restricted","IAC-1","access-application-restricted","https://app.eu.vanta.com/frameworks/soc2?controlId=access-application-restricted","System access restricted to authorized access only","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.1","CC 6.1","Encryption key access restricted","CRY-2","access-encryption-keys","https://app.eu.vanta.com/frameworks/soc2?controlId=access-encryption-keys","The company restricts privileged access to encryption keys to authorized users with a business need.","No","OK","CRYPTOGRAPHIC_PROTECTIONS","tibi@moonlet.io","Security"
"CC 6.1","CC 6.1","Password policy enforced","IAC-11","policies-password-complexity","https://app.eu.vanta.com/frameworks/soc2?controlId=policies-password-complexity","The company requires passwords for in-scope system components to be configured according to the company's policy.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.1","CC 6.1, CC 6.6","Remote access MFA enforced","IAC-12","remote-access-mfa-enforced","https://app.eu.vanta.com/frameworks/soc2?controlId=remote-access-mfa-enforced","The company's production systems can only be remotely accessed by authorized employees possessing a valid multi-factor authentication (MFA) method.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.1","CC 6.1","Firewall access restricted","IAC-4","access-firewalls","https://app.eu.vanta.com/frameworks/soc2?controlId=access-firewalls","The company restricts privileged access to the firewall to authorized users with a business need.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.1","CC 6.1","Data encryption utilized","CRY-4","data-encrypted","https://app.eu.vanta.com/frameworks/soc2?controlId=data-encrypted","The company's datastores housing sensitive customer data are encrypted at rest.","No","OK","CRYPTOGRAPHIC_PROTECTIONS","tibi@moonlet.io","Security"
"CC 6.2","CC 5.2, CC 6.1, CC 6.2, CC 6.3","Access control procedures established","IAC-2","access-control-procedures","https://app.eu.vanta.com/frameworks/soc2?controlId=access-control-procedures","The company's access control policy documents the requirements for the following access control functions: 
- adding new users;
- modifying users; and/or 
- removing an existing user's access.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.2","CC 6.2, CC 6.3, CC 6.4","Access reviews conducted","IAC-7","access-reviews","https://app.eu.vanta.com/frameworks/soc2?controlId=access-reviews","The company conducts access reviews at least quarterly for the in-scope system components to help ensure that access is restricted appropriately. Required changes are tracked to completion.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.2","CC 6.1, CC 6.2, CC 6.3","Access requests required","IAC-9","access-role-based","https://app.eu.vanta.com/frameworks/soc2?controlId=access-role-based","The company ensures that user access to in-scope system components is based on job role and function or requires a documented access request form and manager approval prior to access being provisioned.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.2","CC 6.1, CC 6.2, CC 6.3, CC 6.6","Unique network system authentication enforced","IAC-10","access-ssh-required","https://app.eu.vanta.com/frameworks/soc2?controlId=access-ssh-required","The company requires authentication to the ""production network"" to use unique usernames and passwords or authorized Secure Socket Shell (SSH) keys.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.2","CC 6.2, CC 6.3, CC 6.5","Access revoked upon termination","IAC-8","access-revoked-termination","https://app.eu.vanta.com/frameworks/soc2?controlId=access-revoked-termination","The company completes termination checklists to ensure that access is revoked for terminated employees within SLAs.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.3","CC 5.2, CC 6.1, CC 6.2, CC 6.3","Access control procedures established","IAC-2","access-control-procedures","https://app.eu.vanta.com/frameworks/soc2?controlId=access-control-procedures","The company's access control policy documents the requirements for the following access control functions: 
- adding new users;
- modifying users; and/or 
- removing an existing user's access.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.3","CC 6.2, CC 6.3, CC 6.4","Access reviews conducted","IAC-7","access-reviews","https://app.eu.vanta.com/frameworks/soc2?controlId=access-reviews","The company conducts access reviews at least quarterly for the in-scope system components to help ensure that access is restricted appropriately. Required changes are tracked to completion.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.3","CC 6.1, CC 6.2, CC 6.3","Access requests required","IAC-9","access-role-based","https://app.eu.vanta.com/frameworks/soc2?controlId=access-role-based","The company ensures that user access to in-scope system components is based on job role and function or requires a documented access request form and manager approval prior to access being provisioned.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.3","CC 6.1, CC 6.2, CC 6.3, CC 6.6","Unique network system authentication enforced","IAC-10","access-ssh-required","https://app.eu.vanta.com/frameworks/soc2?controlId=access-ssh-required","The company requires authentication to the ""production network"" to use unique usernames and passwords or authorized Secure Socket Shell (SSH) keys.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.3","CC 6.2, CC 6.3, CC 6.5","Access revoked upon termination","IAC-8","access-revoked-termination","https://app.eu.vanta.com/frameworks/soc2?controlId=access-revoked-termination","The company completes termination checklists to ensure that access is revoked for terminated employees within SLAs.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.4","CC 6.2, CC 6.3, CC 6.4","Access reviews conducted","IAC-7","access-reviews","https://app.eu.vanta.com/frameworks/soc2?controlId=access-reviews","The company conducts access reviews at least quarterly for the in-scope system components to help ensure that access is restricted appropriately. Required changes are tracked to completion.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.4","CC 6.4","Data center access reviewed","PES-2","access-physical-review","https://app.eu.vanta.com/frameworks/soc2?controlId=access-physical-review","The company reviews access to the data centers at least annually.","No","OK","PHYSICAL_ENVIRONMENTAL_SECURITY","adrian@moonlet.io","Security"
"CC 6.4","CC 6.4","Visitor procedures enforced","PES-3","access-physical-visitors","https://app.eu.vanta.com/frameworks/soc2?controlId=access-physical-visitors","The company requires visitors to sign-in, wear a visitor badge, and be escorted by an authorized employee when accessing the data center or secure areas.","No","OK","PHYSICAL_ENVIRONMENTAL_SECURITY","adrian@moonlet.io","Security"
"CC 6.4","CC 6.4","Physical access processes established","PES-1","access-physical-datacenter","https://app.eu.vanta.com/frameworks/soc2?controlId=access-physical-datacenter","The company has processes in place for granting, changing, and terminating physical access to company data centers based on an authorization from control owners.","No","Needs evidence","PHYSICAL_ENVIRONMENTAL_SECURITY","adrian@moonlet.io","Security"
"CC 6.5","CC 6.5, C 1.2","Asset disposal procedures utilized","AST-1","asset-disposal-procedures-utilized","https://app.eu.vanta.com/frameworks/soc2?controlId=asset-disposal-procedures-utilized","The company has electronic media containing confidential information purged or destroyed in accordance with best practices, and certificates of destruction are issued for each device destroyed.","No","OK","ASSET_MANAGEMENT","","Security"
"CC 6.5","CC 5.3, CC 6.5, C 1.1, P 4.2","Data retention procedures established","AST-2","data-retention-procedures-established","https://app.eu.vanta.com/frameworks/soc2?controlId=data-retention-procedures-established","The company has formal retention and disposal procedures in place to guide the secure retention and disposal of company and customer data.","No","OK","ASSET_MANAGEMENT","","Security"
"CC 6.5","CC 6.5, C 1.2","Customer data deleted upon leaving","DCH-1","customer-data-deleted-upon-leave","https://app.eu.vanta.com/frameworks/soc2?controlId=customer-data-deleted-upon-leave","The company purges or removes customer data containing confidential information from the application environment, in accordance with best practices, when customers leave the service.","No","OK","DATA_CLASSIFICATION_HANDLING","tibi@moonlet.io","Security"
"CC 6.5","CC 6.2, CC 6.3, CC 6.5","Access revoked upon termination","IAC-8","access-revoked-termination","https://app.eu.vanta.com/frameworks/soc2?controlId=access-revoked-termination","The company completes termination checklists to ensure that access is revoked for terminated employees within SLAs.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.6","CC 6.1, CC 6.2, CC 6.3, CC 6.6","Unique network system authentication enforced","IAC-10","access-ssh-required","https://app.eu.vanta.com/frameworks/soc2?controlId=access-ssh-required","The company requires authentication to the ""production network"" to use unique usernames and passwords or authorized Secure Socket Shell (SSH) keys.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.6","CC 6.1, CC 6.6","Remote access encrypted enforced","IAC-13","remote-access-vpn-enforced","https://app.eu.vanta.com/frameworks/soc2?controlId=remote-access-vpn-enforced","The company's production systems can only be remotely accessed by authorized employees via an approved encrypted connection.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.6","CC 6.6, CC 7.2, A 1.3","Intrusion detection system utilized","MON-1","intrusion-detection-system","https://app.eu.vanta.com/frameworks/soc2?controlId=intrusion-detection-system","The company uses an intrusion detection system to provide continuous monitoring of the company's network and early detection of potential security breaches.","No","OK","CONTINUOUS_MONITORING","tibi@moonlet.io","Security"
"CC 6.6","CC 6.6, CC 6.7","Data transmission encrypted","NET-1","data-encrypted-in-transit","https://app.eu.vanta.com/frameworks/soc2?controlId=data-encrypted-in-transit","The company uses secure data transmission protocols to encrypt confidential and sensitive data when transmitted over public networks.","No","OK","NETWORK_SECURITY","tibi@moonlet.io","Security"
"CC 6.6","CC 6.6","Network firewalls reviewed","NET-3","network-firewalls-reviewed","https://app.eu.vanta.com/frameworks/soc2?controlId=network-firewalls-reviewed","The company reviews its firewall rulesets at least annually. Required changes are tracked to completion.","No","OK","NETWORK_SECURITY","tibi@moonlet.io","Security"
"CC 6.6","CC 6.6, CC 8.1","Network and system hardening standards maintained","NET-5","system-network-hardening","https://app.eu.vanta.com/frameworks/soc2?controlId=system-network-hardening","The company's network and system hardening standards are documented, based on industry best practices, and reviewed at least annually.","No","OK","NETWORK_SECURITY","tibi@moonlet.io","Security"
"CC 6.6","CC 6.6, CC 6.8, CC 7.2, CC 7.4, CC 8.1","Service infrastructure maintained","VPM-1","support-infra-patched","https://app.eu.vanta.com/frameworks/soc2?controlId=support-infra-patched","The company has infrastructure supporting the service patched as a part of routine maintenance and as a result of identified vulnerabilities to help ensure that servers supporting the service are hardened against security threats.","No","OK","VULNERABILITY_PATCH_MANAGEMENT","tibi@moonlet.io","Security"
"CC 6.6","CC 6.1, CC 6.6","Remote access MFA enforced","IAC-12","remote-access-mfa-enforced","https://app.eu.vanta.com/frameworks/soc2?controlId=remote-access-mfa-enforced","The company's production systems can only be remotely accessed by authorized employees possessing a valid multi-factor authentication (MFA) method.","No","OK","IDENTIFICATION_AUTHENTICATION","adrian@moonlet.io","Security"
"CC 6.6","CC 6.6","Network firewalls utilized","NET-4","network-firewalls-utilized","https://app.eu.vanta.com/frameworks/soc2?controlId=network-firewalls-utilized","The company uses firewalls and configures them to prevent unauthorized access.","No","OK","NETWORK_SECURITY","tibi@moonlet.io","Security"
"CC 6.7","CC 6.7","Portable media encrypted","CRY-3","assets-portable-media-encrypted","https://app.eu.vanta.com/frameworks/soc2?controlId=assets-portable-media-encrypted","The company encrypts portable and removable media devices when used.","No","OK","CRYPTOGRAPHIC_PROTECTIONS","tibi@moonlet.io","Security"
"CC 6.7","CC 6.7","MDM system utilized","MDM-1","MDM-system-utilized","https://app.eu.vanta.com/frameworks/soc2?controlId=MDM-system-utilized","The company has a mobile device management (MDM) system in place to centrally manage mobile devices supporting the service.","No","OK","MOBILE_DEVICE_MANAGEMENT","adrian@moonlet.io","Security"
"CC 6.7","CC 6.6, CC 6.7","Data transmission encrypted","NET-1","data-encrypted-in-transit","https://app.eu.vanta.com/frameworks/soc2?controlId=data-encrypted-in-transit","The company uses secure data transmission protocols to encrypt confidential and sensitive data when transmitted over public networks.","No","OK","NETWORK_SECURITY","tibi@moonlet.io","Security"
"CC 6.8","CC 5.2, CC 5.3, CC 6.8, CC 8.1, PI 1.2, PI 1.3","Development lifecycle established","CHG-3","development-lifecycle-established","https://app.eu.vanta.com/frameworks/soc2?controlId=development-lifecycle-established","The company has a formal systems development life cycle (SDLC) methodology in place that governs the development, acquisition, implementation, changes (including emergency changes), and maintenance of information systems and related technology requirements.","No","OK","CHANGE_MANAGEMENT","adrian@moonlet.io","Security"
"CC 6.8","CC 6.8","Anti-malware technology utilized","END-1","assets-anti-malware","https://app.eu.vanta.com/frameworks/soc2?controlId=assets-anti-malware","The company deploys anti-malware technology to environments commonly susceptible to malicious attacks and configures this to be updated routinely, logged, and installed on all relevant systems.","No","OK","ENDPOINT_SECURITY","tibi@moonlet.io","Security"
"CC 6.8","CC 6.6, CC 6.8, CC 7.2, CC 7.4, CC 8.1","Service infrastructure maintained","VPM-1","support-infra-patched","https://app.eu.vanta.com/frameworks/soc2?controlId=support-infra-patched","The company has infrastructure supporting the service patched as a part of routine maintenance and as a result of identified vulnerabilities to help ensure that servers supporting the service are hardened against security threats.","No","OK","VULNERABILITY_PATCH_MANAGEMENT","tibi@moonlet.io","Security"
"CC 7.1","CC 3.4, CC 7.1","Configuration management system established","CFG-1","configuration-management-system-established","https://app.eu.vanta.com/frameworks/soc2?controlId=configuration-management-system-established","The company has a configuration management procedure in place to ensure that system configurations are deployed consistently throughout the environment.","No","OK","CONFIGURATION_MANAGEMENT","tibi@moonlet.io","Security"
"CC 7.1","CC 7.1, CC 7.2","Vulnerability and system monitoring procedures established","OPS-1","policies-incident-monitoring","https://app.eu.vanta.com/frameworks/soc2?controlId=policies-incident-monitoring","The company's formal policies outline the requirements for the following functions related to IT / Engineering: 
- vulnerability management;
- system monitoring.","No","OK","SECURITY_OPERATIONS","tibi@moonlet.io","Security"
"CC 7.1","CC 3.2, CC 3.3, CC 3.4, CC 7.1, CC 9.1, A 1.2","Risks assessments performed","RSK-2","risk-assessment-performed","https://app.eu.vanta.com/frameworks/soc2?controlId=risk-assessment-performed","The company's risk assessments are performed at least annually. As part of this process, threats and changes (environmental, regulatory, and technological) to service commitments are identified and the risks are formally assessed. The risk assessment includes a consideration of the potential for fraud and how fraud may impact the achievement of objectives.","No","OK","RISK_MANAGEMENT","adrian@moonlet.io","Security"
"CC 7.1","CC 2.1, CC 4.1, CC 7.1, CC 7.2, CC 7.4, CC 8.1","Vulnerabilities scanned and remediated","VPM-2","vulnerability-scans-conducted","https://app.eu.vanta.com/frameworks/soc2?controlId=vulnerability-scans-conducted","Host-based vulnerability scans are performed at least quarterly on all external-facing systems. Critical and high vulnerabilities are tracked to remediation.","No","OK","VULNERABILITY_PATCH_MANAGEMENT","tibi@moonlet.io","Security"
"CC 7.1","CC 5.3, CC 7.1, CC 8.1","Change management procedures enforced","CHG-1","change-management-procedures","https://app.eu.vanta.com/frameworks/soc2?controlId=change-management-procedures","The company requires changes to software and infrastructure components of the service to be authorized, formally documented, tested, reviewed, and approved prior to being implemented in the production environment.","No","OK","CHANGE_MANAGEMENT","","Security"
"CC 7.2","CC 3.4, CC 4.1, CC 7.2, CC 8.1","Penetration testing performed","IAO-2","penetration-testing","https://app.eu.vanta.com/frameworks/soc2?controlId=penetration-testing","The company's penetration testing is performed at least annually. A remediation plan is developed and changes are implemented to remediate vulnerabilities in accordance with SLAs.","No","OK","INFORMATION_ASSURANCE","adrian@moonlet.io","Security"
"CC 7.2","CC 6.6, CC 7.2, A 1.3","Intrusion detection system utilized","MON-1","intrusion-detection-system","https://app.eu.vanta.com/frameworks/soc2?controlId=intrusion-detection-system","The company uses an intrusion detection system to provide continuous monitoring of the company's network and early detection of potential security breaches.","No","OK","CONTINUOUS_MONITORING","tibi@moonlet.io","Security"
"CC 7.2","CC 7.1, CC 7.2","Vulnerability and system monitoring procedures established","OPS-1","policies-incident-monitoring","https://app.eu.vanta.com/frameworks/soc2?controlId=policies-incident-monitoring","The company's formal policies outline the requirements for the following functions related to IT / Engineering: 
- vulnerability management;
- system monitoring.","No","OK","SECURITY_OPERATIONS","tibi@moonlet.io","Security"
"CC 7.2","CC 6.6, CC 6.8, CC 7.2, CC 7.4, CC 8.1","Service infrastructure maintained","VPM-1","support-infra-patched","https://app.eu.vanta.com/frameworks/soc2?controlId=support-infra-patched","The company has infrastructure supporting the service patched as a part of routine maintenance and as a result of identified vulnerabilities to help ensure that servers supporting the service are hardened against security threats.","No","OK","VULNERABILITY_PATCH_MANAGEMENT","tibi@moonlet.io","Security"
"CC 7.2","CC 2.1, CC 4.1, CC 7.1, CC 7.2, CC 7.4, CC 8.1","Vulnerabilities scanned and remediated","VPM-2","vulnerability-scans-conducted","https://app.eu.vanta.com/frameworks/soc2?controlId=vulnerability-scans-conducted","Host-based vulnerability scans are performed at least quarterly on all external-facing systems. Critical and high vulnerabilities are tracked to remediation.","No","OK","VULNERABILITY_PATCH_MANAGEMENT","tibi@moonlet.io","Security"
"CC 7.2","CC 2.1, CC 7.2","Log management utilized","MON-2","log-management-utilized","https://app.eu.vanta.com/frameworks/soc2?controlId=log-management-utilized","The company utilizes a log management tool to identify events that may have a potential impact on the company's ability to achieve its security objectives.","No","OK","CONTINUOUS_MONITORING","tibi@moonlet.io","Security"
"CC 7.2","CC 7.2","Infrastructure performance monitored","MON-4","system-threshold-monitoring","https://app.eu.vanta.com/frameworks/soc2?controlId=system-threshold-monitoring","An infrastructure monitoring tool is utilized to monitor systems, infrastructure, and performance and generates alerts when specific predefined thresholds are met.","No","OK","CONTINUOUS_MONITORING","tibi@moonlet.io","Security"
"CC 7.3","CC 2.2, CC 5.3, CC 7.3, CC 7.4, CC 7.5, P 6.3, P 6.4, P 6.5, P 6.6","Incident response policies established","IRO-2","incident-response-policies-established","https://app.eu.vanta.com/frameworks/soc2?controlId=incident-response-policies-established","The company has security and privacy incident response policies and procedures that are documented and communicated to authorized users.","No","OK","INCIDENT_RESPONSE","adrian@moonlet.io","Security"
"CC 7.3","CC 7.3, CC 7.4, CC 7.5","Incident management procedures followed","IRO-3","policies-incident-management","https://app.eu.vanta.com/frameworks/soc2?controlId=policies-incident-management","The company's security and privacy incidents are logged, tracked, resolved, and communicated to affected or relevant parties by management according to the company's security incident response policy and procedures.","No","OK","INCIDENT_RESPONSE","adrian@moonlet.io","Security"
"CC 7.4","CC 7.4, CC 7.5","Incident response plan tested","IRO-1","incident-response-plan-tested","https://app.eu.vanta.com/frameworks/soc2?controlId=incident-response-plan-tested","The company tests their incident response plan at least annually.","No","OK","INCIDENT_RESPONSE","adrian@moonlet.io","Security"
"CC 7.4","CC 2.2, CC 5.3, CC 7.3, CC 7.4, CC 7.5, P 6.3, P 6.4, P 6.5, P 6.6","Incident response policies established","IRO-2","incident-response-policies-established","https://app.eu.vanta.com/frameworks/soc2?controlId=incident-response-policies-established","The company has security and privacy incident response policies and procedures that are documented and communicated to authorized users.","No","OK","INCIDENT_RESPONSE","adrian@moonlet.io","Security"
"CC 7.4","CC 6.6, CC 6.8, CC 7.2, CC 7.4, CC 8.1","Service infrastructure maintained","VPM-1","support-infra-patched","https://app.eu.vanta.com/frameworks/soc2?controlId=support-infra-patched","The company has infrastructure supporting the service patched as a part of routine maintenance and as a result of identified vulnerabilities to help ensure that servers supporting the service are hardened against security threats.","No","OK","VULNERABILITY_PATCH_MANAGEMENT","tibi@moonlet.io","Security"
"CC 7.4","CC 2.1, CC 4.1, CC 7.1, CC 7.2, CC 7.4, CC 8.1","Vulnerabilities scanned and remediated","VPM-2","vulnerability-scans-conducted","https://app.eu.vanta.com/frameworks/soc2?controlId=vulnerability-scans-conducted","Host-based vulnerability scans are performed at least quarterly on all external-facing systems. Critical and high vulnerabilities are tracked to remediation.","No","OK","VULNERABILITY_PATCH_MANAGEMENT","tibi@moonlet.io","Security"
"CC 7.4","CC 7.3, CC 7.4, CC 7.5","Incident management procedures followed","IRO-3","policies-incident-management","https://app.eu.vanta.com/frameworks/soc2?controlId=policies-incident-management","The company's security and privacy incidents are logged, tracked, resolved, and communicated to affected or relevant parties by management according to the company's security incident response policy and procedures.","No","OK","INCIDENT_RESPONSE","adrian@moonlet.io","Security"
"CC 7.5","CC 3.2, CC 7.5, A 1.2, A 1.3, PI 1.5","Continuity and disaster recovery plans tested","BCD-2","continuity-disaster-recovery-plans-tested","https://app.eu.vanta.com/frameworks/soc2?controlId=continuity-disaster-recovery-plans-tested","The company has a documented business continuity/disaster recovery (BC/DR) plan and tests it at least annually.","No","OK","BUSINESS_CONTINUITY_DISASTER_RECOVERY","","Security"
"CC 7.5","CC 7.4, CC 7.5","Incident response plan tested","IRO-1","incident-response-plan-tested","https://app.eu.vanta.com/frameworks/soc2?controlId=incident-response-plan-tested","The company tests their incident response plan at least annually.","No","OK","INCIDENT_RESPONSE","adrian@moonlet.io","Security"
"CC 7.5","CC 2.2, CC 5.3, CC 7.3, CC 7.4, CC 7.5, P 6.3, P 6.4, P 6.5, P 6.6","Incident response policies established","IRO-2","incident-response-policies-established","https://app.eu.vanta.com/frameworks/soc2?controlId=incident-response-policies-established","The company has security and privacy incident response policies and procedures that are documented and communicated to authorized users.","No","OK","INCIDENT_RESPONSE","adrian@moonlet.io","Security"
"CC 7.5","CC 7.3, CC 7.4, CC 7.5","Incident management procedures followed","IRO-3","policies-incident-management","https://app.eu.vanta.com/frameworks/soc2?controlId=policies-incident-management","The company's security and privacy incidents are logged, tracked, resolved, and communicated to affected or relevant parties by management according to the company's security incident response policy and procedures.","No","OK","INCIDENT_RESPONSE","adrian@moonlet.io","Security"
"CC 8.1","CC 6.1, CC 8.1","Production deployment access restricted","CHG-2","changes-approval-required","https://app.eu.vanta.com/frameworks/soc2?controlId=changes-approval-required","The company restricts access to migrate changes to production to authorized personnel.","No","OK","CHANGE_MANAGEMENT","adrian@moonlet.io","Security"
"CC 8.1","CC 5.2, CC 5.3, CC 6.8, CC 8.1, PI 1.2, PI 1.3","Development lifecycle established","CHG-3","development-lifecycle-established","https://app.eu.vanta.com/frameworks/soc2?controlId=development-lifecycle-established","The company has a formal systems development life cycle (SDLC) methodology in place that governs the development, acquisition, implementation, changes (including emergency changes), and maintenance of information systems and related technology requirements.","No","OK","CHANGE_MANAGEMENT","adrian@moonlet.io","Security"
"CC 8.1","CC 3.4, CC 4.1, CC 7.2, CC 8.1","Penetration testing performed","IAO-2","penetration-testing","https://app.eu.vanta.com/frameworks/soc2?controlId=penetration-testing","The company's penetration testing is performed at least annually. A remediation plan is developed and changes are implemented to remediate vulnerabilities in accordance with SLAs.","No","OK","INFORMATION_ASSURANCE","adrian@moonlet.io","Security"
"CC 8.1","CC 6.6, CC 8.1","Network and system hardening standards maintained","NET-5","system-network-hardening","https://app.eu.vanta.com/frameworks/soc2?controlId=system-network-hardening","The company's network and system hardening standards are documented, based on industry best practices, and reviewed at least annually.","No","OK","NETWORK_SECURITY","tibi@moonlet.io","Security"
"CC 8.1","CC 6.6, CC 6.8, CC 7.2, CC 7.4, CC 8.1","Service infrastructure maintained","VPM-1","support-infra-patched","https://app.eu.vanta.com/frameworks/soc2?controlId=support-infra-patched","The company has infrastructure supporting the service patched as a part of routine maintenance and as a result of identified vulnerabilities to help ensure that servers supporting the service are hardened against security threats.","No","OK","VULNERABILITY_PATCH_MANAGEMENT","tibi@moonlet.io","Security"
"CC 8.1","CC 2.1, CC 4.1, CC 7.1, CC 7.2, CC 7.4, CC 8.1","Vulnerabilities scanned and remediated","VPM-2","vulnerability-scans-conducted","https://app.eu.vanta.com/frameworks/soc2?controlId=vulnerability-scans-conducted","Host-based vulnerability scans are performed at least quarterly on all external-facing systems. Critical and high vulnerabilities are tracked to remediation.","No","OK","VULNERABILITY_PATCH_MANAGEMENT","tibi@moonlet.io","Security"
"CC 8.1","CC 5.3, CC 7.1, CC 8.1","Change management procedures enforced","CHG-1","change-management-procedures","https://app.eu.vanta.com/frameworks/soc2?controlId=change-management-procedures","The company requires changes to software and infrastructure components of the service to be authorized, formally documented, tested, reviewed, and approved prior to being implemented in the production environment.","No","OK","CHANGE_MANAGEMENT","","Security"
"CC 9.1","CC 9.1, A 1.3","Continuity and Disaster Recovery plans established","BCD-1","continuity-and-disaster-recovery-plans-established","https://app.eu.vanta.com/frameworks/soc2?controlId=continuity-and-disaster-recovery-plans-established","The company has Business Continuity and Disaster Recovery Plans in place that outline communication plans in order to maintain information security continuity in the event of the unavailability of key personnel.","No","OK","BUSINESS_CONTINUITY_DISASTER_RECOVERY","","Security"
"CC 9.1","CC 9.1","Cybersecurity insurance maintained","BCD-3","cybersecurity-insurance-maintained","https://app.eu.vanta.com/frameworks/soc2?controlId=cybersecurity-insurance-maintained","The company maintains cybersecurity insurance to mitigate the financial impact of business disruptions.","No","OK","BUSINESS_CONTINUITY_DISASTER_RECOVERY","","Security"
"CC 9.1","CC 3.2, CC 3.3, CC 3.4, CC 7.1, CC 9.1, A 1.2","Risks assessments performed","RSK-2","risk-assessment-performed","https://app.eu.vanta.com/frameworks/soc2?controlId=risk-assessment-performed","The company's risk assessments are performed at least annually. As part of this process, threats and changes (environmental, regulatory, and technological) to service commitments are identified and the risks are formally assessed. The risk assessment includes a consideration of the potential for fraud and how fraud may impact the achievement of objectives.","No","OK","RISK_MANAGEMENT","adrian@moonlet.io","Security"
