"Framework requirement","Framework code","Title","ID","UID","Url","Description","Description modified?","Evidence status","Domain","Owner"
"Article 13","Article 13","Article 13.6 - ICT Security Awareness and Training Programs","RSK-157","oowmd7y5","https://app.eu.vanta.com/frameworks/dora?controlId=oowmd7y5","Financial entities shall develop ICT security awareness programmes and digital operational resilience training as compulsory modules in their staff training schemes. Those programmes and training shall be applicable to all employees and to senior management staff, and shall have a level of complexity commensurate to the remit of their functions. Where appropriate, financial entities shall also include ICT third-party service providers in their relevant training schemes in accordance with Article 30(2), point (i).","No","OK","RISK_MANAGEMENT",""
"Article 13","Article 13","Article 13.1 - Cyber Threat Information Gathering","VPM-158","73s8vmq3","https://app.eu.vanta.com/frameworks/dora?controlId=73s8vmq3","Financial entities shall have in place capabilities and staff to gather information on vulnerabilities and cyber threats, ICT-related incidents, in particular cyber-attacks, and analyse the impact they are likely to have on their digital operational resilience.","No","Needs evidence","VULNERABILITY_PATCH_MANAGEMENT",""
"Article 14","Article 14","Article 14.2 - ICT Incident Communication Policies","CPL-197","4yocwtmf","https://app.eu.vanta.com/frameworks/dora?controlId=4yocwtmf","As part of the ICT risk management framework, financial entities shall implement communication policies for internal staff and for external stakeholders. Communication policies for staff shall take into account the need to differentiate between staff involved in ICT risk management, in particular the staff responsible for response and recovery, and staff that needs to be informed.","No","Needs evidence","COMPLIANCE",""
"Article 14","Article 14","Article 14.3 - Communication strategy implementation","CPL-198","2brtqq5p","https://app.eu.vanta.com/frameworks/dora?controlId=2brtqq5p","At least one person in the financial entity shall be tasked with implementing the communication strategy for ICT related incidents and fulfil the public and media function for that purpose.","No","Needs evidence","COMPLIANCE",""
"Article 14","Article 14","Article 14.1 - Crisis Communication Planning","SAT-88","suiqplaf","https://app.eu.vanta.com/frameworks/dora?controlId=suiqplaf","As part of the ICT risk management framework referred to in Article 6(1), financial entities shall have in place crisis communication plans enabling a responsible disclosure of, at least, major ICT-related incidents or vulnerabilities to clients and counterparts as well as to the public, as appropriate.","No","Needs evidence","SECURITY_AWARENESS_TRAINING",""
"Article 16","Article 16","Article 16.2 - Simplified ICT Risk Management Framework Process","IRO-232","04u5lkwu","https://app.eu.vanta.com/frameworks/dora?controlId=04u5lkwu","The ICT risk management framework referred to in paragraph 1 (Vanta Control - Article 16.1), second subparagraph, point (a), shall be documented and reviewed periodically and upon the occurrence of major ICT-related incidents in compliance with supervisory instructions. It shall be continuously improved on the basis of lessons derived from implementation and monitoring. A report on the review of the ICT risk management framework shall be submitted to the competent authority upon its request.","No","Needs evidence","INCIDENT_RESPONSE",""
"Article 16","Article 16","Article 16.1 - Simplified ICT Risk Management Framework","RSK-158","k9rh792e","https://app.eu.vanta.com/frameworks/dora?controlId=k9rh792e","Articles 5 to 15 of this Regulation shall not apply to small and non-interconnected investment firms, payment institutions exempted pursuant to Directive (EU) 2015/2366; institutions exempted pursuant to Directive 2013/36/EU in respect of which Member States have decided not to apply the option referred to in Article 2(4) of this Regulation; electronic money institutions exempted pursuant to Directive 2009/110/EC; and small institutions for occupational retirement provision. Without prejudice to the first subparagraph, the entities listed in the first subparagraph shall: 

(a) put in place and maintain a sound and documented ICT risk management framework that details the mechanisms and measures aimed at a quick, efficient and comprehensive management of ICT risk, including for the protection of relevant physical components and infrastructures; 

(b) continuously monitor the security and functioning of all ICT systems; 

(c) minimise the impact of ICT risk through the use of sound, resilient and updated ICT systems, protocols and tools which are appropriate to support the performance of their activities and the provision of services and adequately protect availability, authenticity, integrity and confidentiality of data in the network and information systems; 

(d) allow sources of ICT risk and anomalies in the network and information systems to be promptly identified and detected and ICT-related incidents to be swiftly handled; 

(e) identify key dependencies on ICT third-party service providers; 

(f) ensure the continuity of critical or important functions, through business continuity plans and response and recovery measures, which include, at least, back-up and restoration measures; 

(g) test, on a regular basis, the plans and measures referred to in point (f), as well as the effectiveness of the controls implemented in accordance with points (a) and (c); 

(h) implement, as appropriate, relevant operational conclusions resulting from the tests referred to in point (g) and from post-incident analysis into the ICT risk assessment process and develop, according to needs and ICT risk profile, ICT security awareness programmes and digital operational resilience training for staff and management.","No","Needs evidence","RISK_MANAGEMENT",""
"Article 17","Article 17","Article 17.1 - ICT Incident Management Process","IRO-234","c8eucs8d","https://app.eu.vanta.com/frameworks/dora?controlId=c8eucs8d","Financial entities shall define, establish and implement an ICT-related incident management process to detect, manage and notify ICT-related incidents.","No","Needs evidence","INCIDENT_RESPONSE",""
"Article 17","Article 17","Article 17.2 - ICT Incidents Records","IRO-235","cbj68kjd","https://app.eu.vanta.com/frameworks/dora?controlId=cbj68kjd","Financial entities shall record all ICT-related incidents and significant cyber threats. Financial entities shall establish appropriate procedures and processes to ensure a consistent and integrated monitoring, handling and follow-up of ICT related incidents, to ensure that root causes are identified, documented and addressed in order to prevent the occurrence of such incidents.","No","Needs evidence","INCIDENT_RESPONSE",""
"Article 17","Article 17","Article 17.3 - ICT Incident Management Process Content","IRO-236","010ll6yi","https://app.eu.vanta.com/frameworks/dora?controlId=010ll6yi","The ICT-related incident management process referred to in paragraph 1 (Vanta Control - Article 17.1) shall: 

(a) put in place early warning indicators; 

(b) establish procedures to identify, track, log, categorise and classify ICT-related incidents according to their priority and severity and according to the criticality of the services impacted, in accordance with the criteria set out in Article 18(1); 

(c) assign roles and responsibilities that need to be activated for different ICT-related incident types and scenarios; 

(d) set out plans for communication to staff, external stakeholders and media in accordance with Article 14 and for notification to clients, for internal escalation procedures, including ICT-related customer complaints, as well as for the provision of information to financial entities that act as counterparts, as appropriate; 

(e) ensure that at least major ICT-related incidents are reported to relevant senior management and inform the management body of at least major ICT-related incidents, explaining the impact, response and additional controls to be established as a result of such ICT-related incidents; 

(f) establish ICT-related incident response procedures to mitigate impacts and ensure that services become operational and secure in a timely manner.","No","Needs evidence","INCIDENT_RESPONSE",""
"Article 18","Article 18","Article 18.1 - ICT Incidents and Cyber threats Classification","IRO-237","y4akut63","https://app.eu.vanta.com/frameworks/dora?controlId=y4akut63","Financial entities shall classify ICT-related incidents and shall determine their impact based on the following criteria: 

(a) the number and/or relevance of clients or financial counterparts affected and, where applicable, the amount or number of transactions affected by the ICT-related incident, and whether the ICT-related incident has caused reputational impact; 

(b) the duration of the ICT-related incident, including the service downtime; 

(c) the geographical spread with regard to the areas affected by the ICT-related incident, particularly if it affects more than two Member States; 

(d) the data losses that the ICT-related incident entails, in relation to availability, authenticity, integrity or confidentiality of data; 

(e) the criticality of the services affected, including the financial entity’s transactions and operations; 

(f) the economic impact, in particular direct and indirect costs and losses, of the ICT-related incident in both absolute and relative terms.","No","Needs evidence","INCIDENT_RESPONSE",""
"Article 18","Article 18","Article 18.2 - Service Criticality Classification","IRO-238","xm8uv9sk","https://app.eu.vanta.com/frameworks/dora?controlId=xm8uv9sk","Financial entities shall classify cyber threats as significant based on the criticality of the services at risk, including the financial entity’s transactions and operations, number and/or relevance of clients or financial counterparts targeted and the geographical spread of the areas at risk.","No","Needs evidence","INCIDENT_RESPONSE",""
"Article 19","Article 19","Article 19.4 - Incident Reporting Timelines and Processes","CPL-200","yyxof3os","https://app.eu.vanta.com/frameworks/dora?controlId=yyxof3os","Financial entities shall, within the time limits to be laid down in accordance with Article 20, first paragraph (Vanta Control - Article 20.1), point (a), point (ii), submit the following to the relevant competent authority: 

(a) an initial notification; 

(b) an intermediate report after the initial notification referred to in point (a), as soon as the status of the original incident has changed significantly or the handling of the major ICT-related incident has changed based on new information available, followed, as appropriate, by updated notifications every time a relevant status update is available, as well as upon a specific request of the competent authority; 

(c) a final report, when the root cause analysis has been completed, regardless of whether mitigation measures have already been implemented, and when the actual impact figures are available to replace estimates.","No","Needs evidence","COMPLIANCE",""
"Article 19","Article 19","Article 19.5 - Outsourcing of Reporting Obligations","CPL-201","bzbpx6he","https://app.eu.vanta.com/frameworks/dora?controlId=bzbpx6he","Financial entities may outsource, in accordance with Union and national sectoral law, the reporting obligations under this Article to a third-party service provider. In case of such outsourcing, the financial entity remains fully responsible for the fulfilment of the incident reporting requirements.","No","Needs evidence","COMPLIANCE",""
"Article 19","Article 19","Article 19.1 - Major ICT Incident Reporting Obligations","IRO-241","mss88he3","https://app.eu.vanta.com/frameworks/dora?controlId=mss88he3","Financial entities shall report major ICT-related incidents to the relevant competent authority as referred to in Article 46 in accordance with paragraph 4 (Vanta Control - Article 18.4) of this Article. Where a financial entity is subject to supervision by more than one national competent authority referred to in Article 46, Member States shall designate a single competent authority as the relevant competent authority responsible for carrying out the functions and duties provided for in this Article. Credit institutions classified as significant, in accordance with Article 6(4) of Regulation (EU) No 1024/2013, shall report major ICT-related incidents to the relevant national competent authority designated in accordance with Article 4 of Directive 2013/36/EU, which shall immediately transmit that report to the ECB. For the purpose of the first subparagraph, financial entities shall produce, after collecting and analysing all relevant information, the initial notification and reports referred to in paragraph 4 (Vanta Control - Article 18.4) of this Article using the templates referred to in Article 20 and submit them to the competent authority. In the event that a technical impossibility prevents the submission of the initial notification using the template, financial entities shall notify the competent authority about it via alternative means. The initial notification and reports referred to in paragraph 4 (Vanta Control - Article 18.4) shall include all information necessary for the competent authority to determine the significance of the major ICT-related incident and assess possible cross-border impacts. Without prejudice to the reporting pursuant to the first subparagraph by the financial entity to the relevant competent authority, Member States may additionally determine that some or all financial entities shall also provide the initial notification and each report referred to in paragraph 4 of this Article using the templates referred to in Article 20 to the competent authorities or the computer security incident response teams (CSIRTs) designated or established in accordance with Directive (EU) 2022/2555.","No","Needs evidence","INCIDENT_RESPONSE",""
"Article 19","Article 19","Article 19.2 - Voluntary Cyber Threat Notification","IRO-242","9n8qq3c5","https://app.eu.vanta.com/frameworks/dora?controlId=9n8qq3c5","Financial entities may, on a voluntary basis, notify significant cyber threats to the relevant competent authority when they deem the threat to be of relevance to the financial system, service users or clients. The relevant competent authority may provide such information to other relevant authorities referred to in paragraph Credit institutions classified as significant, in accordance with Article 6(4) of Regulation (EU) No 1024/2013, may, on a voluntary basis, notify significant cyber threats to relevant national competent authority, designated in accordance with Article 4 of Directive 2013/36/EU, which shall immediately transmit the notification to the ECB. Member States may determine that those financial entities that on a voluntary basis notify in accordance with the first subparagraph may also transmit that notification to the CSIRTs designated or established in accordance with Directive (EU) 2022/2555.","No","Needs evidence","INCIDENT_RESPONSE",""
"Article 19","Article 19","Article 19.3 - Client Communication on ICT Incidents","IRO-243","d0zblfx6","https://app.eu.vanta.com/frameworks/dora?controlId=d0zblfx6","Where a major ICT-related incident occurs and has an impact on the financial interests of clients, financial entities shall, without undue delay as soon as they become aware of it, inform their clients about the major ICT-related incident and about the measures that have been taken to mitigate the adverse effects of such incident. In the case of a significant cyber threat, financial entities shall, where applicable, inform their clients that are potentially affected of any appropriate protection measures which the latter may consider taking.","No","Needs evidence","INCIDENT_RESPONSE",""
"Article 24","Article 24","Article 24.1 - Digital Operational Resilience Testing Requirements","VPM-159","bqmx6563","https://app.eu.vanta.com/frameworks/dora?controlId=bqmx6563","For the purpose of assessing preparedness for handling ICT-related incidents, of identifying weaknesses, deficiencies and gaps in digital operational resilience, and of promptly implementing corrective measures, financial entities, other than microenterprises, shall, taking into account the criteria set out in Article 4(2), establish, maintain and review a sound and comprehensive digital operational resilience testing programme as an integral part of the ICT risk-management framework referred to in Article 6.","No","Needs evidence","VULNERABILITY_PATCH_MANAGEMENT",""
"Article 24","Article 24","Article 24.2 - Digital Operational Resilience Testing Programme","VPM-160","9pfzdntg","https://app.eu.vanta.com/frameworks/dora?controlId=9pfzdntg","The digital operational resilience testing programme shall include a range of assessments, tests, methodologies, practices and tools to be applied in accordance with Articles 25 and 26.","No","Needs evidence","VULNERABILITY_PATCH_MANAGEMENT",""
"Article 24","Article 24","Article 24.3 - Digital Operational Resilience Testing","VPM-161","ghpxjey3","https://app.eu.vanta.com/frameworks/dora?controlId=ghpxjey3","When conducting the digital operational resilience testing programme referred to in paragraph 1 (Vanta Control - Article 24.1) of this Article, financial entities, other than microenterprises, shall follow a risk-based approach taking into account the criteria set out in Article 4(2) duly considering the evolving landscape of ICT risk, any specific risks to which the financial entity concerned is or might be exposed, the criticality of information assets and of services provided, as well as any other factor the financial entity deems appropriate.","No","Needs evidence","VULNERABILITY_PATCH_MANAGEMENT",""
"Article 24","Article 24","Article 24.4 - Testing Independence","VPM-162","t5n4n4ok","https://app.eu.vanta.com/frameworks/dora?controlId=t5n4n4ok","Financial entities, other than microenterprises, shall ensure that tests are undertaken by independent parties, whether internal or external. Where tests are undertaken by an internal tester, financial entities shall dedicate sufficient resources and ensure that conflicts of interest are avoided throughout the design and execution phases of the test.","No","Needs evidence","VULNERABILITY_PATCH_MANAGEMENT",""
"Article 24","Article 24","Article 24.5 - Testing Remediation","VPM-163","e3ykecfq","https://app.eu.vanta.com/frameworks/dora?controlId=e3ykecfq","Financial entities, other than microenterprises, shall establish procedures and policies to prioritise, classify and remedy all issues revealed throughout the performance of the tests and shall establish internal validation methodologies to ascertain that all identified weaknesses, deficiencies or gaps are fully addressed.","No","Needs evidence","VULNERABILITY_PATCH_MANAGEMENT",""
"Article 24","Article 24","Article 24.6 - Annual ICT System and Application Testing","VPM-164","djpkc4uy","https://app.eu.vanta.com/frameworks/dora?controlId=djpkc4uy","Financial entities, other than microenterprises, shall ensure, at least yearly, that appropriate tests are conducted on all ICT systems and applications supporting critical or important functions.","No","Needs evidence","VULNERABILITY_PATCH_MANAGEMENT",""
"Article 25","Article 25","Article 25.3 - Microenterprise Risk-Based ICT Testing","CPL-209","3ev9vhng","https://app.eu.vanta.com/frameworks/dora?controlId=3ev9vhng","Microenterprises shall perform the tests referred to in paragraph 1 (Vanta Control - Article 25.1) by combining a risk-based approach with a strategic planning of ICT testing, by duly considering the need to maintain a balanced approach between the scale of resources and the time to be allocated to the ICT testing provided for in this Article, on the one hand, and the urgency, type of risk, criticality of information assets and of services provided, as well as any other relevant factor, including the financial entity’s ability to take calculated risks, on the other hand.","No","Needs evidence","COMPLIANCE",""
"Article 25","Article 25","Article 25.1 - Digital Resilience Testing Program Execution","VPM-165","4eoohnj6","https://app.eu.vanta.com/frameworks/dora?controlId=4eoohnj6","The digital operational resilience testing programme referred to in Article 24 shall provide, in accordance with the criteria set out in Article 4(2), for the execution of appropriate tests, such as vulnerability assessments and scans, open source analyses, network security assessments, gap analyses, physical security reviews, questionnaires and scanning software solutions, source code reviews where feasible, scenario-based tests, compatibility testing, performance testing, end-to-end testing and penetration testing.","No","Needs evidence","VULNERABILITY_PATCH_MANAGEMENT",""
"Article 25","Article 25","Article 25.2 - Vulnerability Assessments for Critical Systems","VPM-166","sdz0umdu","https://app.eu.vanta.com/frameworks/dora?controlId=sdz0umdu","Central securities depositories and central counterparties shall perform vulnerability assessments before any deployment or redeployment of new or existing applications and infrastructure components, and ICT services supporting critical or important functions of the financial entity.","No","Needs evidence","VULNERABILITY_PATCH_MANAGEMENT",""
"Article 26","Article 26","Article 26.1 - Threat-Led Penetration Testing (TLPT)","CPL-210","hax4hrlk","https://app.eu.vanta.com/frameworks/dora?controlId=hax4hrlk","Financial entities, other than entities referred to in Article 16(1), first subparagraph, and other than microenterprises, which are identified in accordance with paragraph 8 (Vanta Control - Article 26.8), third subparagraph, of this Article, shall carry out at least every 3 years advanced testing by means of TLPT. Based on the risk profile of the financial entity and taking into account operational circumstances, the competent authority may, where necessary, request the financial entity to reduce or increase this frequency.","No","Needs evidence","COMPLIANCE",""
"Article 26","Article 26","Article 26.3 - ICT Third-Party Participation in TLPT","CPL-211","yy39fqsu","https://app.eu.vanta.com/frameworks/dora?controlId=yy39fqsu","Where ICT third-party service providers are included in the scope of TLPT, the financial entity shall take the necessary measures and safeguards to ensure the participation of such ICT third-party service providers in the TLPT and shall retain at all times full responsibility for ensuring compliance with this Regulation.","No","Needs evidence","COMPLIANCE",""
"Article 26","Article 26","Article 26.4 - Safeguards in Pooled TLPT Arrangements","CPL-212","hp1kg70q","https://app.eu.vanta.com/frameworks/dora?controlId=hp1kg70q","Without prejudice to paragraph 2 (Vanta Control - Article 26.2), first and second subparagraphs, where the participation of an ICT third-party service provider in the TLPT, referred to in paragraph 3 (Vanta Control - Article 26.3), is reasonably expected to have an adverse impact on the quality or security of services delivered by the ICT third-party service provider to customers that are entities falling outside the scope of this Regulation, or on the confidentiality of the data related to such services, the financial entity and the ICT third-party service provider may agree in writing that the ICT third-party service provider directly enters into contractual arrangements with an external tester, for the purpose of conducting, under the direction of one designated financial entity, a pooled TLPT involving several financial entities (pooled testing) to which the ICT third-party service provider provides ICT services. That pooled testing shall cover the relevant range of ICT services supporting critical or important functions contracted to the respective ICT third-party service provider by the financial entities. The pooled testing shall be considered TLPT carried out by the financial entities participating in the pooled testing. The number of financial entities participating in the pooled testing shall be duly calibrated taking into account the complexity and types of services involved.","No","Needs evidence","COMPLIANCE",""
"Article 26","Article 26","Article 26.2 - Scope Definition for TLPT on Critical Functions","TPM-130","3jkqs3dd","https://app.eu.vanta.com/frameworks/dora?controlId=3jkqs3dd","Each threat-led penetration test shall cover several or all critical or important functions of a financial entity, and shall be performed on live production systems supporting such functions. Financial entities shall identify all relevant underlying ICT systems, processes and technologies supporting critical or important functions and ICT services, including those supporting the critical or important functions which have been outsourced or contracted to ICT third-party service providers. Financial entities shall assess which critical or important functions need to be covered by the TLPT. The result of this assessment shall determine the precise scope of TLPT and shall be validated by the competent authorities.","No","Needs evidence","THIRD_PARTY_MANAGEMENT",""
"Article 26","Article 26","Article 26.5 - Risk Management in TLPT Execution","TPM-131","tlhw5s4m","https://app.eu.vanta.com/frameworks/dora?controlId=tlhw5s4m","Financial entities shall, with the cooperation of ICT third-party service providers and other parties involved, including the testers but excluding the competent authorities, apply effective risk management controls to mitigate the risks of any potential impact on data, damage to assets, and disruption to critical or important functions, services or operations at the financial entity itself, its counterparts or to the financial sector.","No","Needs evidence","THIRD_PARTY_MANAGEMENT",""
"Article 26","Article 26","Article 26.6 - Reporting and Documentation Post-TLPT","TPM-132","excfk666","https://app.eu.vanta.com/frameworks/dora?controlId=excfk666","At the end of the testing, after reports and remediation plans have been agreed, the financial entity and, where applicable, the external testers shall provide to the authority, designated in accordance with paragraph 9 or 10 (Vanta Controls - Article 26.9, 26.10), a summary of the relevant findings, the remediation plans and the documentation demonstrating that the TLPT has been conducted in accordance with the requirements.","No","Needs evidence","THIRD_PARTY_MANAGEMENT",""
"Article 26","Article 26","Article 26.7 - Attestation and Mutual Recognition of TLPT","TPM-133","klc2rrtl","https://app.eu.vanta.com/frameworks/dora?controlId=klc2rrtl","Authorities shall provide financial entities with an attestation confirming that the test was performed in accordance with the requirements as evidenced in the documentation in order to allow for mutual recognition of threat led penetration tests between competent authorities. The financial entity shall notify the relevant competent authority of the attestation, the summary of the relevant findings and the remediation plans. Without prejudice to such attestation, financial entities shall remain at all times fully responsible for the impact of the tests referred to in paragraph 4 (Vanta Control - Article 26.4).","No","Needs evidence","THIRD_PARTY_MANAGEMENT",""
"Article 26","Article 26","Article 26.8 - External Tester Contracting for TLPT","TPM-134","c888nahq","https://app.eu.vanta.com/frameworks/dora?controlId=c888nahq","Financial entities shall contract testers for the purposes of undertaking TLPT in accordance with Article 2When financial entities use internal testers for the purposes of undertaking TLPT, they shall contract external testers every three tests. Credit institutions that are classified as significant in accordance with Article 6(4) of Regulation (EU) No 1024/2013, shall only use external testers in accordance with Article 27(1), points (a) to (e). Competent authorities shall identify financial entities that are required to perform TLPT taking into account the criteria set out in Article 4(2), based on an assessment of the following: 

(a) impact-related factors, in particular the extent to which the services provided and activities undertaken by the financial entity impact the financial sector; 

(b) possible financial stability concerns, including the systemic character of the financial entity at Union or national level, as applicable; 

(c) specific ICT risk profile, level of ICT maturity of the financial entity or technology features involved.","No","Needs evidence","THIRD_PARTY_MANAGEMENT",""
"Article 27","Article 27","Article 27.1 - Qualification Requirements for TLPT Testers","CPL-214","nl76u36k","https://app.eu.vanta.com/frameworks/dora?controlId=nl76u36k","Financial entities shall only use testers for the carrying out of TLPT, that: 

(a) are of the highest suitability and reputability; 

(b) possess technical and organisational capabilities and demonstrate specific expertise in threat intelligence, penetration testing and red team testing; 

(c) are certified by an accreditation body in a Member State or adhere to formal codes of conduct or ethical frameworks; 

(d) provide an independent assurance, or an audit report, in relation to the sound management of risks associated with the carrying out of TLPT, including the due protection of the financial entity’s confidential information and redress for the business risks of the financial entity; 

(e) are duly and fully covered by relevant professional indemnity insurances, including against risks of misconduct and negligence.","No","Needs evidence","COMPLIANCE",""
"Article 27","Article 27","Article 27.2 - Internal Tester Approval and Conditions","TPM-135","1xw6yg94","https://app.eu.vanta.com/frameworks/dora?controlId=1xw6yg94","When using internal testers, financial entities shall ensure that, in addition to the requirements in paragraph 1 (Vanta Control - Article 27.1), the following conditions are met: 

(a) such use has been approved by the relevant competent authority or by the single public authority designated in accordance with Article 26(9) and (10); 

(b) the relevant competent authority has verified that the financial entity has sufficient dedicated resources and ensured that conflicts of interest are avoided throughout the design and execution phases of the test; and 

(c) the threat intelligence provider is external to the financial entity.","No","Needs evidence","THIRD_PARTY_MANAGEMENT",""
"Article 27","Article 27","Article 27.3 - Management of TLPT Results and Data Security","TPM-136","1c64i82m","https://app.eu.vanta.com/frameworks/dora?controlId=1c64i82m","Financial entities shall ensure that contracts concluded with external testers require a sound management of the TLPT results and that any data processing thereof, including any generation, store, aggregation, draft, report, communication or destruction, do not create risks to the financial entity.","No","Needs evidence","THIRD_PARTY_MANAGEMENT",""
"Article 28","Article 28","Article 28.4 - Pre-Contractual Risk Assessment for ICT Services","CPL-215","fn8iyw4v","https://app.eu.vanta.com/frameworks/dora?controlId=fn8iyw4v","Before entering into a contractual arrangement on the use of ICT services, financial entities shall: 

(a) assess whether the contractual arrangement covers the use of ICT services supporting a critical or important function; 

(b) assess if supervisory conditions for contracting are met; 

(c) identify and assess all relevant risks in relation to the contractual arrangement, including the possibility that such contractual arrangement may contribute to reinforcing ICT concentration risk as referred to in Article 29; 

(d) undertake all due diligence on prospective ICT third-party service providers and ensure throughout the selection and assessment processes that the ICT third-party service provider is suitable; 

(e) identify and assess conflicts of interest that the contractual arrangement may cause.","No","Needs evidence","COMPLIANCE",""
"Article 28","Article 28","Article 28.5 - Compliance with Information Security Standards","CPL-216","pjs9s4e6","https://app.eu.vanta.com/frameworks/dora?controlId=pjs9s4e6","Financial entities may only enter into contractual arrangements with ICT third-party service providers that comply with appropriate information security standards. When those contractual arrangements concern critical or important functions, financial entities shall, prior to concluding the arrangements, take due consideration of the use, by ICT thirdparty service providers, of the most up-to-date and highest quality information security standards.","No","Needs evidence","COMPLIANCE",""
"Article 28","Article 28","Article 28.7 - Termination Conditions for ICT Third-Party Contracts","CPL-217","fvovknhn","https://app.eu.vanta.com/frameworks/dora?controlId=fvovknhn","Financial entities shall ensure that contractual arrangements on the use of ICT services may be terminated in any of the following circumstances: 

(a) significant breach by the ICT third-party service provider of applicable laws, regulations or contractual terms; 

(b) circumstances identified throughout the monitoring of ICT third-party risk that are deemed capable of altering the performance of the functions provided through the contractual arrangement, including material changes that affect the arrangement or the situation of the ICT third-party service provider; 

(c) ICT third-party service provider’s evidenced weaknesses pertaining to its overall ICT risk management and in particular in the way it ensures the availability, authenticity, integrity and, confidentiality, of data, whether personal or otherwise sensitive data, or non-personal data; 

(d) where the competent authority can no longer effectively supervise the financial entity as a result of the conditions of, or circumstances related to, the respective contractual arrangement.","No","Needs evidence","COMPLIANCE",""
"Article 28","Article 28","Article 28.8 - Exit Strategies for ICT Third-Party Contracts","CPL-218","2uf3t9gz","https://app.eu.vanta.com/frameworks/dora?controlId=2uf3t9gz","For ICT services supporting critical or important functions, financial entities shall put in place exit strategies. The exit strategies shall take into account risks that may emerge at the level of ICT third-party service providers, in particular a possible failure on their part, a deterioration of the quality of the ICT services provided, any business disruption due to inappropriate or failed provision of ICT services or any material risk arising in relation to the appropriate and continuous deployment of the respective ICT service, or the termination of contractual arrangements with ICT third-party service providers under any of the circumstances listed in paragraph Financial entities shall ensure that they are able to exit contractual arrangements without: 

(a) disruption to their business activities, 

(b) limiting compliance with regulatory requirements, 

(c) detriment to the continuity and quality of services provided to clients. Exit plans shall be comprehensive, documented and, in accordance with the criteria set out in Article 4(2), shall be sufficiently tested and reviewed periodically. Financial entities shall identify alternative solutions and develop transition plans enabling them to remove the contracted ICT services and the relevant data from the ICT third-party service provider and to securely and integrally transfer them to alternative providers or reincorporate them in-house. Financial entities shall have appropriate contingency measures in place to maintain business continuity in the event of the circumstances referred to in the first subparagraph.","No","Needs evidence","COMPLIANCE",""
"Article 28","Article 28","Article 28.1 - ICT Third-Party Risk Management Framework","TPM-137","cld5vkxy","https://app.eu.vanta.com/frameworks/dora?controlId=cld5vkxy","Financial entities shall manage ICT third-party risk as an integral component of ICT risk within their ICT risk management framework as referred to in Article 6(1), and in accordance with the following principles: 

(a) financial entities that have in place contractual arrangements for the use of ICT services to run their business operations shall, at all times, remain fully responsible for compliance with, and the discharge of, all obligations under this Regulation and applicable financial services law; 

(b) financial entities’ management of ICT third-party risk shall be implemented in light of the principle of proportionality, taking into account: 
(i) the nature, scale, complexity and importance of ICT-related dependencies, 
(ii) the risks arising from contractual arrangements on the use of ICT services concluded with ICT third-party service providers, taking into account the criticality or importance of the respective service, process or function, and the potential impact on the continuity and availability of financial services and activities, at individual and at group level.","No","Needs evidence","THIRD_PARTY_MANAGEMENT",""
"Article 28","Article 28","Article 28.2 - Strategy for ICT Third-Party Risk Management","TPM-138","1nm36cwp","https://app.eu.vanta.com/frameworks/dora?controlId=1nm36cwp","As part of their ICT risk management framework, financial entities, other than entities referred to in Article 16(1), first subparagraph, and other than microenterprises, shall adopt, and regularly review, a strategy on ICT third-party risk, taking into account the multi-vendor strategy referred to in Article 6(9), where applicable. The strategy on ICT third-party risk shall include a policy on the use of ICT services supporting critical or important functions provided by ICT third-party service providers and shall apply on an individual basis and, where relevant, on a sub-consolidated and consolidated basis. The management body shall, on the basis of an assessment of the overall risk profile of the financial entity and the scale and complexity of the business services, regularly review the risks identified in respect to contractual arrangements on the use of ICT services supporting critical or important functions.","No","Needs evidence","THIRD_PARTY_MANAGEMENT",""
"Article 28","Article 28","Article 28.3 - ICT Third-Party Service Register Maintenance","TPM-139","e8tk384u","https://app.eu.vanta.com/frameworks/dora?controlId=e8tk384u","As part of their ICT risk management framework, financial entities shall maintain and update at entity level, and at sub-consolidated and consolidated levels, a register of information in relation to all contractual arrangements on the use of ICT services provided by ICT third-party service providers. The contractual arrangements referred to in the first subparagraph shall be appropriately documented, distinguishing between those that cover ICT services supporting critical or important functions and those that do not. Financial entities shall report at least yearly to the competent authorities on the number of new arrangements on the use of ICT services, the categories of ICT third-party service providers, the type of contractual arrangements and the ICT services and functions which are being provided. Financial entities shall make available to the competent authority, upon its request, the full register of information or, as requested, specified sections thereof, along with any information deemed necessary to enable the effective supervision of the financial entity. Financial entities shall inform the competent authority in a timely manner about any planned contractual arrangement on the use of ICT services supporting critical or important functions as well as when a function has become critical or important.","No","Needs evidence","THIRD_PARTY_MANAGEMENT",""
"Article 28","Article 28","Article 28.6 - Audit and Inspection Rights Over ICT Providers","TPM-140","w6mjgupo","https://app.eu.vanta.com/frameworks/dora?controlId=w6mjgupo","In exercising access, inspection and audit rights over the ICT third-party service provider, financial entities shall, on the basis of a risk-based approach, pre-determine the frequency of audits and inspections as well as the areas to be audited through adhering to commonly accepted audit standards in line with any supervisory instruction on the use and incorporation of such audit standards. Where contractual arrangements concluded with ICT third-party service providers on the use of ICT services entail high technical complexity, the financial entity shall verify that auditors, whether internal or external, or a pool of auditors, possess appropriate skills and knowledge to effectively perform the relevant audits and assessments.","No","Needs evidence","THIRD_PARTY_MANAGEMENT",""
